STATIC USAGE ANALYSIS - 33619 symbols
==================================================
 687.     16 "compiler/rustc_borrowck/src/diagnostics/region_errors.rs"
 688.     16 error_reported
 689.     16 "rustc_borrowck::diagnostics::move_errors"
 690.     16 "compiler/rustc_metadata/src/locator.rs"
 691.     16 "compiler/rustc_errors/src/emitter.rs"
 692.     16 __Field
 693.     16 "<"
 694.     16 is_struct
 695.     16 is_ident
 696.     16 bytes_usize
 697.     16 "compiler/rustc_next_trait_solver/src/solve/mod.rs"
 698.     16 nth
 699.     16 parent_hir_node
 700.     16 with_addl_obligations
 701.     16 "rustc_const_eval::interpret::stack"
 702.     16 "/"
 703.     16 "compiler/rustc_data_structures/src/graph/scc/mod.rs"
 704.     16 "origin"
 705.     16 expr_call
 706.     16 "rustc_query_system::dep_graph::serialized"
 707.     16 "compiler/rustc_borrowck/src/universal_regions.rs"
 708.     16 "rustc_infer::infer::outlives::test_type_match"
 709.     16 item
 710.     16 slice_between
 711.     16 "self"
 712.     16 "compiler/rustc_span/src/hygiene.rs"
 713.     16 attr_word
 714.     16 "compiler/rustc_ty_utils/src/needs_drop.rs"
 715.     16 "rustc_hir_typeck::fn_ctxt::inspect_obligations"
 716.     16 register_renamed
 717.     16 size_estimate
 718.     16 relate
 719.     16 "rustc_codegen_ssa::mir::analyze"
 720.     16 "rustc_mir_transform::remove_noop_landing_pads"
 721.     16 "1.27.0"
 722.     16 explicit_item_bounds
 723.     16 "rustc_mir_transform::simplify"
 724.     16 from_output
 725.     16 split_once
 726.     16 "rustc_mir_transform::promote_consts"
 727.     16 caller_bounds
 728.     16 register_bound
 729.     16 new_stmts
 730.     16 "rustc_borrowck::region_infer::opaque_types"
 731.     16 __FieldVisitor
 732.     16 "rustc_mir_dataflow::value_analysis"
 733.     16 data_layout
 734.     16 "rustc_hir_analysis::hir_ty_lowering::dyn_compatibility"
 735.     16 "rustc_infer::infer::outlives::verify"
 736.     15 "compiler/rustc_borrowck/src/diagnostics/explain_borrow.rs"
 737.     15 meta_item
 738.     15 __Visitor
 739.     15 hir_get_if_local
 740.     15 "compiler/rustc_passes/src/liveness.rs"
 741.     15 iterate_to_fixpoint
 742.     15 peekable
 743.     15 ConstArgHasType
 744.     15 to_string_lossy
 745.     15 to_host_effect_clause
 746.     15 get_unchecked_mut
 747.     15 visit
 748.     15 principal
 749.     15 rebase_onto
 750.     15 all_fields
 751.     15 "compiler/rustc_infer/src/infer/outlives/obligations.rs"
 752.     15 read_u8
 753.     15 "compiler/rustc_middle/src/mir/interpret/mod.rs"
 754.     15 try_normalize_erasing_regions
 755.     15 eat
 756.     15 mk_layout
 757.     15 new_adt
 758.     15 register_lints
 759.     15 "compiler/rustc_mir_transform/src/dataflow_const_prop.rs"
 760.     15 is_diagnostic_item
 761.     15 truncate
 762.     15 abort_if_errors
 763.     15 "compiler/rustc_hir_typeck/src/method/mod.rs"
 764.     15 value_str
 765.     15 indices
 766.     15 "compiler/rustc_ty_utils/src/opaque_types.rs"
 767.     15 try_to_target_usize
 768.     15 dummy_with_span
 769.     15 Lifetime
 770.     15 struct_fatal
 771.     14 prefix_str
 772.     14 "rustc_ty_utils::abi"
 773.     14 "compiler/rustc_type_ir/src/search_graph/mod.rs"
 774.     14 "\"
 775.     14 "rustc_codegen_ssa::mir"
 776.     14 get_diagnostic_name
 777.     14 "rustc_mir_build::thir::pattern::const_to_pat"
 778.     14 min
 779.     14 "rustc_ast_lowering::index"
 780.     14 sig
 781.     14 name_str
 782.     14 hir_span
 783.     14 extension
 784.     14 "rustc_codegen_ssa::assert_module_sources"
 785.     14 associated_item_def_ids
