🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
 6233 | ❓     | "from_dfn"                    | 
 6234 | ❓     | "event compiler/rustc_trait_s | 
 6235 | ❓     | 3056                          | 
 6236 | ❓     | "dfn"                         | 
 6237 | ❓     | "event compiler/rustc_trait_s | 
 6238 | ❓     | 3059                          | 
 6239 | ❓     | "event compiler/rustc_trait_s | 
 6240 | ❓     | 3105                          | 
 6241 | ❓     | "event compiler/rustc_trait_s | 
 6242 | ❓     | 3108                          | 
 6243 | ❓     | "eval"                        | 
 6244 | ❓     | "event compiler/rustc_trait_s | 
 6245 | ❓     | "rustc_trait_selection::trait | 
 6246 | ❓     | "compiler/rustc_trait_selecti | 
 6247 | ❓     | "event compiler/rustc_trait_s | 
 6248 | ❓     | "event compiler/rustc_trait_s | 
 6249 | ❓     | "event compiler/rustc_trait_s | 
 6250 | ❓     | "simplified_self"             | 
 6251 | ❓     | "event compiler/rustc_trait_s | 
 6252 | ❓     | "possible_sibling"            | 
 6253 | ❓     | "event compiler/rustc_trait_s | 
 6254 | ❓     | "event compiler/rustc_trait_s | 
 6255 | ❓     | "event compiler/rustc_trait_s | 
 6256 | ❓     | "event compiler/rustc_trait_s | 
 6257 | ❓     | "event compiler/rustc_trait_s | 
 6258 | ❓     | "event compiler/rustc_trait_s | 
 6259 | ❓     | 258                           | 
 6260 | ❓     | "event compiler/rustc_trait_s | 
 6261 | ❓     | "rustc_trait_selection::trait | 
 6262 | ❓     | "compiler/rustc_trait_selecti | 
 6263 | ❓     | "event compiler/rustc_trait_s | 
 6264 | ❓     | "event compiler/rustc_trait_s | 
 6265 | ❓     | "event compiler/rustc_trait_s | 
 6266 | ❓     | "specializing_impl_def_id"    | 
 6267 | ❓     | "parent_impl_def_id"          | 
 6268 | ❓     | "event compiler/rustc_trait_s | 
 6269 | ❓     | "event compiler/rustc_trait_s | 
 6270 | ❓     | "event compiler/rustc_trait_s | 
 6271 | ❓     | "event compiler/rustc_trait_s | 
 6272 | ❓     | "event compiler/rustc_trait_s | 
 6273 | ❓     | "rustc_trait_selection::trait | 
 6274 | ❓     | "compiler/rustc_trait_selecti | 
 6275 | ❓     | "r0"                          | 
 6276 | ❓     | "r1"                          | 
 6277 | ❓     | "r2"                          | 
 6278 | ❓     | "event compiler/rustc_trait_s | 
 6279 | ❓     | "event compiler/rustc_trait_s | 
 6280 | ❓     | "rustc_trait_selection::trait | 
 6281 | ❓     | "compiler/rustc_trait_selecti | 
 6282 | ❓     | "event compiler/rustc_trait_s | 
 6283 | ❓     | "event compiler/rustc_trait_s | 
 6284 | ❓     | "event compiler/rustc_trait_s | 
 6285 | ❓     | "event compiler/rustc_trait_s | 
 6286 | ❓     | "event compiler/rustc_trait_s | 
 6287 | ❓     | "rustc_trait_selection::trait | 
 6288 | ❓     | "compiler/rustc_trait_selecti | 
 6289 | ❓     | "event compiler/rustc_trait_s | 
 6290 | ❓     | "event compiler/rustc_trait_s | 
 6291 | ❓     | "clause_obligations"          | 
 6292 | ❓     | 154                           | 
 6293 | ❓     | "body_id"                     | 
 6294 | ❓     | "event compiler/rustc_trait_s | 
 6295 | ❓     | "event compiler/rustc_trait_s | 
 6296 | ❓     | "event compiler/rustc_trait_s | 
 6297 | ❓     | "event compiler/rustc_trait_s | 
 6298 | ❓     | "add_wf_preds_for_term"       | 
 6299 | ❓     | "event compiler/rustc_trait_s | 
 6300 | ❓     | "self.out"                    | 
 6301 | ❓     | "nominal_obligations"         | 
 6302 | ❓     | "event compiler/rustc_trait_s | 
 6303 | ❓     | "event compiler/rustc_trait_s | 
 6304 | ❓     | "event compiler/rustc_trait_s | 
 6305 | ❓     | "predicates_for_generics"     | 
 6306 | ❓     | "rustc_trait_selection::trait | 
 6307 | ❓     | "compiler/rustc_trait_selecti | 
 6308 | ❓     | "generic_bounds"              | 
 6309 | ❓     | "pred_known_to_hold_modulo_re | 
 6310 | ❓     | "event compiler/rustc_trait_s | 
 6311 | ❓     | "event compiler/rustc_trait_s | 
 6312 | ❓     | "event compiler/rustc_trait_s | 
 6313 | ❓     | "do_normalize_predicates"     | 
 6314 | ❓     | "event compiler/rustc_trait_s | 
 6315 | ❓     | 282                           | 
 6316 | ❓     | "normalize_param_env_or_error | 
 6317 | ❓     | 320                           | 
 6318 | ❓     | "unnormalized_env"            | 
 6319 | ❓     | "event compiler/rustc_trait_s | 
 6320 | ❓     | 413                           | 
 6321 | ❓     | "event compiler/rustc_trait_s | 
 6322 | ❓     | 444                           | 
 6323 | ❓     | "event compiler/rustc_trait_s | 
 6324 | ❓     | 452                           | 
 6325 | ❓     | "event compiler/rustc_trait_s | 
 6326 | ❓     | "event compiler/rustc_trait_s | 
 6327 | ❓     | "event compiler/rustc_trait_s | 
 6328 | ❓     | "event compiler/rustc_trait_s | 
 6329 | ❓     | "try_evaluate_const"          | 
 6330 | ❓     | 524                           | 
 6331 | ❓     | "event compiler/rustc_trait_s | 
 6332 | ❓     | 532                           | 
 6333 | ❓     | "event compiler/rustc_trait_s | 
 6334 | ❓     | "event compiler/rustc_trait_s | 
 6335 | ❓     | 728                           | 
 6336 | ❓     | "event compiler/rustc_trait_s | 
 6337 | ❓     | "event compiler/rustc_trait_s | 
 6338 | ❓     | 773                           | 
 6339 | ❓     | "event compiler/rustc_type_ir | 
 6340 | ❓     | "rustc_type_ir::relate::combi | 
 6341 | ❓     | "compiler/rustc_type_ir/src/r | 
 6342 | ❓     | "event compiler/rustc_type_ir | 
 6343 | ❓     | "event compiler/rustc_type_ir | 
 6344 | ❓     | "rustc_type_ir::relate::solve | 
 6345 | ❓     | "compiler/rustc_type_ir/src/r | 
 6346 | ❓     | "relate_item_args"            | 
 6347 | ❓     | "rustc_type_ir::relate"       | 
 6348 | ❓     | "compiler/rustc_type_ir/src/r | 
 6349 | ❓     | "a_arg"                       | 
 6350 | ❓     | "b_arg"                       | 
 6351 | ❓     | "structurally_relate_tys"     | 
 6352 | ❓     | "event compiler/rustc_type_ir | 
 6353 | ❓     | "event compiler/rustc_type_ir | 
 6354 | ❓     | "event compiler/rustc_type_ir | 
 6355 | ❓     | 582                           | 
 6356 | ❓     | "evaluate_goal"               | 
 6357 | ❓     | "rustc_type_ir::search_graph" | 
 6358 | ❓     | "compiler/rustc_type_ir/src/s | 
 6359 | ❓     | "input"                       | 
 6360 | ❓     | "step_kind_from_parent"       | 
 6361 | ❓     | "event compiler/rustc_type_ir | 
 6362 | ❓     | "expected"                    | 
 6363 | ❓     | "event compiler/rustc_type_ir | 
 6364 | ❓     | 848                           | 
 6365 | ❓     | "provisional_cache_entry"     | 
 6366 | ❓     | "event compiler/rustc_type_ir | 
 6367 | ❓     | "event compiler/rustc_type_ir | 
 6368 | ❓     | "event compiler/rustc_type_ir | 
 6369 | ❓     | 1046                          | 
 6370 | ❓     | "head_index"                  | 
 6371 | ❓     | "path_from_head"              | 
 6372 | ❓     | "event compiler/rustc_type_ir | 
 6373 | ❓     | "event compiler/rustc_type_ir | 
 6374 | ❓     | 1083                          | 
 6375 | ❓     | "path_from_global_entry"      | 
 6376 | ❓     | "event compiler/rustc_type_ir | 
 6377 | ❓     | 1109                          | 
 6378 | ❓     | "full_paths"                  | 
 6379 | ❓     | "head_to_provisional"         | 
 6380 | ❓     | "event compiler/rustc_type_ir | 
 6381 | ❓     | 1168                          | 
 6382 | ❓     | "required_depth"              | 
 6383 | ❓     | "event compiler/rustc_type_ir | 
 6384 | ❓     | "path_kind"                   | 
 6385 | ❓     | "event compiler/rustc_type_ir | 
 6386 | ❓     | 1311                          | 
 6387 | ❓     | "event compiler/rustc_type_ir | 
 6388 | ❓     | 1323                          | 
 6389 | ❓     | "event compiler/rustc_type_ir | 
 6390 | ❓     | "evaluation_result"           | 
 6391 | ❓     | "event compiler/rustc_type_ir | 
 6392 | ❓     | "rustc_type_ir::walk"         | 
 6393 | ❓     | "compiler/rustc_type_ir/src/w | 
 6394 | ❓     | "event compiler/rustc_type_ir | 
 6395 | ❓     | "shift_vars_through_binders"  | 
 6396 | ❓     | "rustc_type_ir::binder"       | 
 6397 | ❓     | "compiler/rustc_type_ir/src/b | 
 6398 | ❓     | 899                           | 
 6399 | ❓     | "binders_passed"              | 
 6400 | ❓     | "event compiler/rustc_type_ir | 
 6401 | ❓     | "shift_vars"                  | 
 6402 | ❓     | "rustc_type_ir::fold"         | 
 6403 | ❓     | "compiler/rustc_type_ir/src/f | 
 6404 | ❓     | "amount"                      | 
 6405 | ❓     | "event compiler/rustc_type_ir | 
 6406 | ❓     | "event compiler/rustc_type_ir | 
 6407 | ❓     | "self.current_index"          | 
 6408 | ❓     | "event compiler/rustc_type_ir | 
 6409 | ❓     | "event compiler/rustc_type_ir | 
 6410 | ❓     | "event compiler/rustc_traits/ | 
 6411 | ❓     | "rustc_traits::codegen"       | 
 6412 | ❓     | "compiler/rustc_traits/src/co | 
 6413 | ❓     | "event compiler/rustc_traits/ | 
 6414 | ❓     | "rustc_traits::dropck_outlive | 
 6415 | ❓     | "compiler/rustc_traits/src/dr | 
 6416 | ❓     | "event compiler/rustc_traits/ | 
 6417 | ❓     | "event compiler/rustc_traits/ | 
 6418 | ❓     | "event compiler/rustc_traits/ | 
 6419 | ❓     | "event compiler/rustc_traits/ | 
 6420 | ❓     | "rustc_traits::evaluate_oblig | 
 6421 | ❓     | "compiler/rustc_traits/src/ev | 
 6422 | ❓     | "event compiler/rustc_traits/ | 
 6423 | ❓     | "event compiler/rustc_traits/ | 
 6424 | ❓     | "rustc_traits::normalize_eras | 
 6425 | ❓     | "compiler/rustc_traits/src/no | 
 6426 | ❓     | "event compiler/rustc_traits/ | 
 6427 | ❓     | "rustc_traits::normalize_proj | 
 6428 | ❓     | "compiler/rustc_traits/src/no | 
 6429 | ❓     | "event compiler/rustc_traits/ | 
 6430 | ❓     | "event compiler/rustc_traits/ | 
 6431 | ❓     | "event compiler/rustc_borrowc | 
 6432 | ❓     | "rustc_borrowck::borrow_set"  | 
 6433 | ❓     | "compiler/rustc_borrowck/src/ | 
 6434 | ❓     | 251                           | 
 6435 | ❓     | "event compiler/rustc_borrowc | 
 6436 | ❓     | "event compiler/rustc_borrowc | 
 6437 | ❓     | "event compiler/rustc_borrowc | 
 6438 | ❓     | "rustc_borrowck::constraints" | 
 6439 | ❓     | "compiler/rustc_borrowck/src/ | 
 6440 | ❓     | "event compiler/rustc_borrowc | 
 6441 | ❓     | "rustc_borrowck::dataflow"    | 
 6442 | ❓     | "compiler/rustc_borrowck/src/ | 
 6443 | ❓     | "event compiler/rustc_borrowc | 
 6444 | ❓     | "event compiler/rustc_borrowc | 
 6445 | ❓     | 341                           | 
 6446 | ❓     | "event compiler/rustc_borrowc | 
 6447 | ❓     | "event compiler/rustc_borrowc | 
 6448 | ❓     | "event compiler/rustc_borrowc | 
 6449 | ❓     | "rustc_borrowck::diagnostics: | 
 6450 | ❓     | "compiler/rustc_borrowck/src/ | 
 6451 | ❓     | "event compiler/rustc_borrowc | 
 6452 | ❓     | "event compiler/rustc_borrowc | 
 6453 | ❓     | "event compiler/rustc_borrowc | 
 6454 | ❓     | "event compiler/rustc_borrowc | 
 6455 | ❓     | "event compiler/rustc_borrowc | 
 6456 | ❓     | "rustc_borrowck::diagnostics: | 
 6457 | ❓     | "compiler/rustc_borrowck/src/ | 
 6458 | ❓     | "event compiler/rustc_borrowc | 
 6459 | ❓     | "give_name_from_error_region" | 
 6460 | ❓     | "fr"                          | 
 6461 | ❓     | "event compiler/rustc_borrowc | 
 6462 | ❓     | "give_name_if_anonymous_regio | 
 6463 | ❓     | "event compiler/rustc_borrowc | 
 6464 | ❓     | "give_name_if_anonymous_regio | 
 6465 | ❓     | 647                           | 
 6466 | ❓     | "give_name_if_anonymous_regio | 
 6467 | ❓     | 667                           | 
 6468 | ❓     | "event compiler/rustc_borrowc | 
 6469 | ❓     | 672                           | 
 6470 | ❓     | "give_name_if_anonymous_regio | 
 6471 | ❓     | 847                           | 
 6472 | ❓     | "event compiler/rustc_borrowc | 
 6473 | ❓     | "event compiler/rustc_borrowc | 
 6474 | ❓     | 879                           | 
 6475 | ❓     | "event compiler/rustc_borrowc | 
 6476 | ❓     | "rustc_borrowck::diagnostics: | 
 6477 | ❓     | "compiler/rustc_borrowck/src/ | 
 6478 | ❓     | "event compiler/rustc_borrowc | 
 6479 | ❓     | "event compiler/rustc_borrowc | 
 6480 | ❓     | "event compiler/rustc_borrowc | 
 6481 | ❓     | "event compiler/rustc_borrowc | 
 6482 | ❓     | "event compiler/rustc_borrowc | 
 6483 | ❓     | "event compiler/rustc_borrowc | 
 6484 | ❓     | "event compiler/rustc_borrowc | 
 6485 | ❓     | "event compiler/rustc_borrowc | 
 6486 | ❓     | "event compiler/rustc_borrowc | 
 6487 | ❓     | "event compiler/rustc_borrowc | 
 6488 | ❓     | "event compiler/rustc_borrowc | 
 6489 | ❓     | "report_erroneous_element"    | 
 6490 | ❓     | "rustc_borrowck::diagnostics: | 
 6491 | ❓     | "compiler/rustc_borrowck/src/ | 
 6492 | ❓     | "placeholder"                 | 
 6493 | ❓     | "error_element"               | 
 6494 | ❓     | "event compiler/rustc_borrowc | 
 6495 | ❓     | "base_universe"               | 
 6496 | ❓     | "event compiler/rustc_borrowc | 
 6497 | ❓     | "placeholder_region"          | 
 6498 | ❓     | "event compiler/rustc_borrowc | 
 6499 | ❓     | "nice_error"                  | 
 6500 | ❓     | "try_extract_error_from_fulfi | 
 6501 | ❓     | "error_region"                | 
 6502 | ❓     | "try_extract_error_from_regio | 
 6503 | ❓     | 436                           | 
 6504 | ❓     | "event compiler/rustc_borrowc | 
 6505 | ❓     | "event compiler/rustc_borrowc | 
 6506 | ❓     | "rustc_borrowck::diagnostics: | 
 6507 | ❓     | "compiler/rustc_borrowck/src/ | 
 6508 | ❓     | "event compiler/rustc_borrowc | 
 6509 | ❓     | "event compiler/rustc_borrowc | 
 6510 | ❓     | "event compiler/rustc_borrowc | 
 6511 | ❓     | "event compiler/rustc_borrowc | 
 6512 | ❓     | 908                           | 
 6513 | ❓     | "event compiler/rustc_borrowc | 
 6514 | ❓     | 1539                          | 
 6515 | ❓     | "suggest_using_local_if_appli | 
 6516 | ❓     | 2045                          | 
 6517 | ❓     | "issued_borrow"               | 
 6518 | ❓     | "explanation"                 | 
 6519 | ❓     | "event compiler/rustc_borrowc | 
 6520 | ❓     | 2063                          | 
 6521 | ❓     | "event compiler/rustc_borrowc | 
 6522 | ❓     | 2092                          | 
 6523 | ❓     | "event compiler/rustc_borrowc | 
 6524 | ❓     | 2096                          | 
 6525 | ❓     | "event compiler/rustc_borrowc | 
 6526 | ❓     | "event compiler/rustc_borrowc | 
 6527 | ❓     | 2110                          | 
 6528 | ❓     | "event compiler/rustc_borrowc | 
 6529 | ❓     | 2113                          | 
 6530 | ❓     | "event compiler/rustc_borrowc | 
 6531 | ❓     | 2120                          | 
 6532 | ❓     | "event compiler/rustc_borrowc | 
 6533 | ❓     | 2123                          | 
 6534 | ❓     | "event compiler/rustc_borrowc | 
 6535 | ❓     | "report_borrowed_value_does_n | 
 6536 | ❓     | 2856                          | 
 6537 | ❓     | "borrow"                      | 
 6538 | ❓     | "place_span"                  | 
 6539 | ❓     | "event compiler/rustc_borrowc | 
 6540 | ❓     | 2873                          | 
 6541 | ❓     | "event compiler/rustc_borrowc | 
 6542 | ❓     | 2909                          | 
 6543 | ❓     | "place_desc"                  | 
 6544 | ❓     | "event compiler/rustc_borrowc | 
 6545 | ❓     | 3004                          | 
 6546 | ❓     | "event compiler/rustc_borrowc | 
 6547 | ❓     | 3106                          | 
 6548 | ❓     | "event compiler/rustc_borrowc | 
 6549 | ❓     | 3155                          | 
 6550 | ❓     | "report_temporary_value_does_ | 
 6551 | ❓     | 3182                          | 
 6552 | ❓     | "drop_span"                   | 
 6553 | ❓     | "borrow_spans"                | 
 6554 | ❓     | "proper_span"                 | 
 6555 | ❓     | "report_escaping_closure_capt | 
 6556 | ❓     | 3434                          | 
 6557 | ❓     | "var_span"                    | 
 6558 | ❓     | "fr_name"                     | 
 6559 | ❓     | "constraint_span"             | 
 6560 | ❓     | "captured_var"                | 
 6561 | ❓     | "event compiler/rustc_borrowc | 
 6562 | ❓     | 3642                          | 
 6563 | ❓     | "event compiler/rustc_borrowc | 
 6564 | ❓     | 3667                          | 
 6565 | ❓     | "event compiler/rustc_borrowc | 
 6566 | ❓     | 3670                          | 
 6567 | ❓     | "event compiler/rustc_borrowc | 
 6568 | ❓     | 4046                          | 
 6569 | ❓     | "event compiler/rustc_borrowc | 
 6570 | ❓     | 4050                          | 
 6571 | ❓     | "event compiler/rustc_borrowc | 
 6572 | ❓     | 4061                          | 
 6573 | ❓     | "event compiler/rustc_borrowc | 
 6574 | ❓     | 4068                          | 
 6575 | ❓     | "event compiler/rustc_borrowc | 
 6576 | ❓     | 4084                          | 
 6577 | ❓     | "event compiler/rustc_borrowc | 
 6578 | ❓     | 4104                          | 
 6579 | ❓     | "event compiler/rustc_borrowc | 
 6580 | ❓     | 4137                          | 
 6581 | ❓     | "event compiler/rustc_borrowc | 
 6582 | ❓     | 4147                          | 
 6583 | ❓     | "event compiler/rustc_borrowc | 
 6584 | ❓     | 4161                          | 
 6585 | ❓     | "event compiler/rustc_borrowc | 
 6586 | ❓     | 4180                          | 
 6587 | ❓     | "event compiler/rustc_borrowc | 
 6588 | ❓     | 4188                          | 
 6589 | ❓     | "event compiler/rustc_borrowc | 
 6590 | ❓     | 4198                          | 
 6591 | ❓     | "event compiler/rustc_borrowc | 
 6592 | ❓     | 4204                          | 
 6593 | ❓     | "event compiler/rustc_borrowc | 
 6594 | ❓     | 4219                          | 
 6595 | ❓     | "event compiler/rustc_borrowc | 
 6596 | ❓     | 4230                          | 
 6597 | ❓     | "explain_why_borrow_contains_ | 
 6598 | ❓     | "rustc_borrowck::diagnostics: | 
 6599 | ❓     | "compiler/rustc_borrowck/src/ | 
 6600 | ❓     | 590                           | 
 6601 | ❓     | "kind_place"                  | 
 6602 | ❓     | "event compiler/rustc_borrowc | 
 6603 | ❓     | "borrow_region_vid"           | 
 6604 | ❓     | "event compiler/rustc_borrowc | 
 6605 | ❓     | "region_sub"                  | 
 6606 | ❓     | "event compiler/rustc_borrowc | 
 6607 | ❓     | "event compiler/rustc_borrowc | 
 6608 | ❓     | "event compiler/rustc_borrowc | 
 6609 | ❓     | "later_use_kind"              | 
 6610 | ❓     | "use_spans"                   | 
 6611 | ❓     | "event compiler/rustc_borrowc | 
 6612 | ❓     | "event compiler/rustc_borrowc | 
 6613 | ❓     | "event compiler/rustc_borrowc | 
 6614 | ❓     | "event compiler/rustc_borrowc | 
 6615 | ❓     | "event compiler/rustc_borrowc | 
 6616 | ❓     | 885                           | 
 6617 | ❓     | "event compiler/rustc_borrowc | 
 6618 | ❓     | 916                           | 
 6619 | ❓     | "event compiler/rustc_borrowc | 
 6620 | ❓     | 922                           | 
 6621 | ❓     | "event compiler/rustc_borrowc | 
 6622 | ❓     | "event compiler/rustc_borrowc | 
 6623 | ❓     | "rustc_borrowck::diagnostics: | 
 6624 | ❓     | "compiler/rustc_borrowck/src/ | 
 6625 | ❓     | "match_place"                 | 
 6626 | ❓     | "match_span"                  | 
 6627 | ❓     | "event compiler/rustc_borrowc | 
 6628 | ❓     | "event compiler/rustc_borrowc | 
 6629 | ❓     | "event compiler/rustc_borrowc | 
 6630 | ❓     | "event compiler/rustc_borrowc | 
 6631 | ❓     | "event compiler/rustc_borrowc | 
 6632 | ❓     | "event compiler/rustc_borrowc | 
 6633 | ❓     | "event compiler/rustc_borrowc | 
 6634 | ❓     | "event compiler/rustc_borrowc | 
 6635 | ❓     | "rustc_borrowck::diagnostics: | 
 6636 | ❓     | "compiler/rustc_borrowck/src/ | 
 6637 | ❓     | "event compiler/rustc_borrowc | 
 6638 | ❓     | "event compiler/rustc_borrowc | 
 6639 | ❓     | "event compiler/rustc_borrowc | 
 6640 | ❓     | "event compiler/rustc_borrowc | 
 6641 | ❓     | "event compiler/rustc_borrowc | 
 6642 | ❓     | 1146                          | 
 6643 | ❓     | "first_assignment_stmt"       | 
 6644 | ❓     | "event compiler/rustc_borrowc | 
 6645 | ❓     | 1460                          | 
 6646 | ❓     | "event compiler/rustc_borrowc | 
 6647 | ❓     | "rustc_borrowck::diagnostics: | 
 6648 | ❓     | "compiler/rustc_borrowck/src/ | 
 6649 | ❓     | "gat_id_and_generics"         | 
 6650 | ❓     | "event compiler/rustc_borrowc | 
 6651 | ❓     | "hrtb_bounds"                 | 
 6652 | ❓     | "event compiler/rustc_borrowc | 
 6653 | ❓     | "generics_fn"                 | 
 6654 | ❓     | "event compiler/rustc_borrowc | 
 6655 | ❓     | "event compiler/rustc_borrowc | 
 6656 | ❓     | "event compiler/rustc_borrowc | 
 6657 | ❓     | 440                           | 
 6658 | ❓     | "event compiler/rustc_borrowc | 
 6659 | ❓     | "event compiler/rustc_borrowc | 
 6660 | ❓     | 576                           | 
 6661 | ❓     | "report_escaping_data_error"  | 
 6662 | ❓     | "errci"                       | 
 6663 | ❓     | "event compiler/rustc_borrowc | 
 6664 | ❓     | 910                           | 
 6665 | ❓     | "fn_did"                      | 
 6666 | ❓     | "event compiler/rustc_borrowc | 
 6667 | ❓     | "event compiler/rustc_borrowc | 
 6668 | ❓     | "suggest_constrain_dyn_trait_ | 
 6669 | ❓     | "found_dids"                  | 
 6670 | ❓     | "event compiler/rustc_borrowc | 
 6671 | ❓     | "event compiler/rustc_borrowc | 
 6672 | ❓     | 968                           | 
 6673 | ❓     | "event compiler/rustc_borrowc | 
 6674 | ❓     | 1133                          | 
 6675 | ❓     | "event compiler/rustc_borrowc | 
 6676 | ❓     | "rustc_borrowck::diagnostics" | 
 6677 | ❓     | "compiler/rustc_borrowck/src/ | 
 6678 | ❓     | "event compiler/rustc_borrowc | 
 6679 | ❓     | "event compiler/rustc_borrowc | 
 6680 | ❓     | "event compiler/rustc_borrowc | 
 6681 | ❓     | 266                           | 
 6682 | ❓     | "event compiler/rustc_borrowc | 
 6683 | ❓     | "event compiler/rustc_borrowc | 
 6684 | ❓     | "event compiler/rustc_borrowc | 
 6685 | ❓     | "event compiler/rustc_borrowc | 
 6686 | ❓     | "event compiler/rustc_borrowc | 
 6687 | ❓     | "event compiler/rustc_borrowc | 
 6688 | ❓     | 1027                          | 
 6689 | ❓     | "event compiler/rustc_borrowc | 
 6690 | ❓     | "event compiler/rustc_borrowc | 
 6691 | ❓     | "event compiler/rustc_borrowc | 
 6692 | ❓     | 1088                          | 
 6693 | ❓     | "event compiler/rustc_borrowc | 
 6694 | ❓     | "event compiler/rustc_borrowc | 
 6695 | ❓     | 1167                          | 
 6696 | ❓     | "event compiler/rustc_borrowc | 
 6697 | ❓     | 1197                          | 
 6698 | ❓     | "event compiler/rustc_borrowc | 
 6699 | ❓     | "event compiler/rustc_borrowc | 
 6700 | ❓     | 1212                          | 
 6701 | ❓     | "event compiler/rustc_borrowc | 
 6702 | ❓     | "rustc_borrowck::handle_place | 
 6703 | ❓     | "compiler/rustc_borrowck/src/ | 
 6704 | ❓     | "event compiler/rustc_borrowc | 
 6705 | ❓     | "event compiler/rustc_borrowc | 
 6706 | ❓     | 303                           | 
 6707 | ❓     | "event compiler/rustc_borrowc | 
 6708 | ❓     | "event compiler/rustc_borrowc | 
 6709 | ❓     | "event compiler/rustc_borrowc | 
 6710 | ❓     | "event compiler/rustc_borrowc | 
 6711 | ❓     | 396                           | 
 6712 | ❓     | "replace_regions_in_mir"      | 
 6713 | ❓     | "rustc_borrowck::nll"         | 
 6714 | ❓     | "compiler/rustc_borrowck/src/ | 
 6715 | ❓     | "event compiler/rustc_borrowc | 
 6716 | ❓     | "event compiler/rustc_borrowc | 
 6717 | ❓     | "event compiler/rustc_borrowc | 
 6718 | ❓     | "rustc_borrowck::path_utils"  | 
 6719 | ❓     | "compiler/rustc_borrowck/src/ | 
 6720 | ❓     | "event compiler/rustc_borrowc | 
 6721 | ❓     | "event compiler/rustc_borrowc | 
 6722 | ❓     | "rustc_borrowck::place_ext"   | 
 6723 | ❓     | "compiler/rustc_borrowck/src/ | 
 6724 | ❓     | "place_components_conflict"   | 
 6725 | ❓     | "rustc_borrowck::places_confl | 
 6726 | ❓     | "compiler/rustc_borrowck/src/ | 
 6727 | ❓     | "borrow_place"                | 
 6728 | ❓     | "borrow_kind"                 | 
 6729 | ❓     | "access_place"                | 
 6730 | ❓     | "access"                      | 
 6731 | ❓     | "bias"                        | 
 6732 | ❓     | "event compiler/rustc_borrowc | 
 6733 | ❓     | "borrow_c"                    | 
 6734 | ❓     | "access_c"                    | 
 6735 | ❓     | "event compiler/rustc_borrowc | 
 6736 | ❓     | "event compiler/rustc_borrowc | 
 6737 | ❓     | "event compiler/rustc_borrowc | 
 6738 | ❓     | "event compiler/rustc_borrowc | 
 6739 | ❓     | "event compiler/rustc_borrowc | 
 6740 | ❓     | "event compiler/rustc_borrowc | 
 6741 | ❓     | 280                           | 
 6742 | ❓     | "event compiler/rustc_borrowc | 
 6743 | ❓     | "event compiler/rustc_borrowc | 
 6744 | ❓     | "event compiler/rustc_borrowc | 
 6745 | ❓     | "event compiler/rustc_borrowc | 
 6746 | ❓     | "event compiler/rustc_borrowc | 
 6747 | ❓     | "event compiler/rustc_borrowc | 
 6748 | ❓     | 323                           | 
 6749 | ❓     | "event compiler/rustc_borrowc | 
 6750 | ❓     | "event compiler/rustc_borrowc | 
 6751 | ❓     | "event compiler/rustc_borrowc | 
 6752 | ❓     | "event compiler/rustc_borrowc | 
 6753 | ❓     | "event compiler/rustc_borrowc | 
 6754 | ❓     | "event compiler/rustc_borrowc | 
 6755 | ❓     | 399                           | 
 6756 | ❓     | "event compiler/rustc_borrowc | 
 6757 | ❓     | "event compiler/rustc_borrowc | 
 6758 | ❓     | 437                           | 
 6759 | ❓     | "event compiler/rustc_borrowc | 
 6760 | ❓     | "event compiler/rustc_borrowc | 
 6761 | ❓     | 453                           | 
 6762 | ❓     | "event compiler/rustc_borrowc | 
 6763 | ❓     | "event compiler/rustc_borrowc | 
 6764 | ❓     | "event compiler/rustc_borrowc | 
 6765 | ❓     | "event compiler/rustc_borrowc | 
 6766 | ❓     | "event compiler/rustc_borrowc | 
 6767 | ❓     | "event compiler/rustc_borrowc | 
 6768 | ❓     | 500                           | 
 6769 | ❓     | "event compiler/rustc_borrowc | 
 6770 | ❓     | "event compiler/rustc_borrowc | 
 6771 | ❓     | "rustc_borrowck::polonius::le | 
 6772 | ❓     | "compiler/rustc_borrowck/src/ | 
 6773 | ❓     | "event compiler/rustc_borrowc | 
 6774 | ❓     | "event compiler/rustc_borrowc | 
 6775 | ❓     | "event compiler/rustc_borrowc | 
 6776 | ❓     | "event compiler/rustc_borrowc | 
 6777 | ❓     | "event compiler/rustc_borrowc | 
 6778 | ❓     | "rustc_borrowck::polonius::le | 
 6779 | ❓     | "compiler/rustc_borrowck/src/ | 
 6780 | ❓     | "event compiler/rustc_borrowc | 
 6781 | ❓     | "rustc_borrowck::polonius::le | 
 6782 | ❓     | "compiler/rustc_borrowck/src/ | 
 6783 | ❓     | "event compiler/rustc_borrowc | 
 6784 | ❓     | "event compiler/rustc_borrowc | 
 6785 | ❓     | "rustc_borrowck::polonius::le | 
 6786 | ❓     | "compiler/rustc_borrowck/src/ | 
 6787 | ❓     | "event compiler/rustc_borrowc | 
 6788 | ❓     | "event compiler/rustc_borrowc | 
 6789 | ❓     | "rustc_borrowck::polonius::le | 
 6790 | ❓     | "compiler/rustc_borrowck/src/ | 
 6791 | ❓     | "event compiler/rustc_borrowc | 
 6792 | ❓     | "event compiler/rustc_borrowc | 
